connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_continent_code,connection_spec_client_geolocation_city,connection_spec_client_geolocation_metro_code,connection_spec_client_ip,web100_log_entry_connection_spec_remote_ip,connection_spec_client_geolocation_longitude,connection_spec_client_geolocation_region,connection_spec_client_geolocation_country_code
,,,,,174.50.178.38,,,
,,,,,71.86.109.164,,,
,,,,,216.86.190.169,,,
,,,,,50.131.51.164,,,
,,,,,173.164.157.102,,,
,,,,,96.252.13.212,,,
,,,,,108.222.77.130,,,
,,,,,72.235.198.169,,,
60.0,EU,,0,5.138.194.63,5.138.194.63,100.0,,RU
,,,,,92.101.40.220,,,
,,,,,72.235.198.169,,,
,,,,,71.146.134.154,,,
,,,,,76.114.36.4,,,
,,,,,24.23.183.51,,,
,,,,,76.14.28.149,,,
,,,,,216.244.20.165,,,
,,,,,69.114.212.61,,,
,,,,,98.207.142.167,,,
,,,,,76.20.119.52,,,
,,,,,162.253.129.50,,,
,,,,,68.228.196.208,,,
,,,,,24.23.183.51,,,
,,,,,178.234.211.23,,,
,,,,,76.232.182.158,,,
,,,,,108.252.122.216,,,
,,,,,75.18.252.176,,,
,,,,,99.112.66.70,,,
,,,,,174.45.16.3,,,
,,,,,76.232.182.158,,,
,,,,,75.85.127.79,,,
,,,,,76.232.182.158,,,
,,,,,107.0.114.61,,,
59.89440155029297,EU,Saint Petersburg,0,5.18.84.164,5.18.84.164,30.26420021057129,66,RU
,,,,,64.39.154.200,,,
,,,,,67.181.198.26,,,
,,,,,151.238.128.189,,,
38.0,NA,,0,12.109.202.50,12.109.202.50,-97.0,,US
,,,,,5.166.68.43,,,
,,,,,174.50.190.50,,,
,,,,,24.130.159.133,,,
,,,,,71.199.52.179,,,
,,,,,24.113.168.190,,,
,,,,,128.90.92.14,,,
,,,,,67.202.189.100,,,
,,,,,204.246.122.65,,,
,,,,,128.90.92.14,,,
,,,,,75.37.45.111,,,
,,,,,67.180.96.172,,,
,,,,,174.50.180.128,,,
,,,,,50.152.191.77,,,
,,,,,67.188.74.134,,,
,,,,,137.63.71.82,,,
,,,,,50.152.191.77,,,
-10.0,SA,,0,131.0.117.130,131.0.117.130,-55.0,,BR
,,,,,67.188.74.134,,,
,,,,,99.27.92.102,,,
,,,,,98.224.70.174,,,
,,,,,24.10.177.145,,,
,,,,,69.181.184.225,,,
,,,,,180.182.208.2,,,
,,,,,98.224.70.174,,,
,,,,,98.224.70.174,,,
,,,,,204.195.103.49,,,
,,,,,108.243.38.238,,,
,,,,,98.224.70.174,,,
,,,,,98.224.70.174,,,
,,,,,99.58.169.238,,,
,,,,,108.196.102.245,,,
,,,,,177.192.78.216,,,
,,,,,180.182.208.2,,,
,,,,,98.224.70.174,,,
,,,,,137.63.71.142,,,
,,,,,190.113.113.252,,,
,,,,,190.47.122.96,,,
,,,,,69.92.46.220,,,
,,,,,76.102.102.40,,,
,,,,,71.139.218.185,,,
,,,,,67.181.219.238,,,
,,,,,71.217.55.184,,,
,,,,,72.29.230.194,,,
,,,,,190.113.113.252,,,
,,,,,66.172.195.25,,,
,,,,,65.127.208.182,,,
,,,,,71.108.8.170,,,
,,,,,67.188.176.5,,,
,,,,,72.10.105.165,,,
43.654300689697266,NA,Toronto,0,141.117.116.182,141.117.116.182,-79.37960052490234,ON,CA
,,,,,67.180.77.60,,,
,,,,,105.236.57.182,,,
,,,,,66.162.81.83,,,
,,,,,206.174.173.236,,,
,,,,,50.201.80.37,,,
,,,,,24.5.177.156,,,
,,,,,99.0.0.72,,,
,,,,,50.113.12.48,,,
,,,,,49.182.133.39,,,
,,,,,73.41.240.149,,,
,,,,,49.148.5.97,,,
,,,,,67.182.179.220,,,
,,,,,50.156.30.192,,,
,,,,,179.208.57.75,,,
,,,,,70.166.87.194,,,
,,,,,107.200.43.39,,,
,,,,,173.75.108.2,,,
,,,,,173.75.108.2,,,
,,,,,73.162.116.82,,,
,,,,,107.133.32.175,,,
,,,,,184.76.104.58,,,
,,,,,97.90.144.196,,,
,,,,,73.189.149.185,,,
,,,,,50.73.102.65,,,
42.83330154418945,EU,,0,5.170.96.185,5.170.96.185,12.83329963684082,,IT
,,,,,192.226.183.137,,,
,,,,,98.225.120.250,,,
,,,,,73.41.216.207,,,
,,,,,71.119.61.138,,,
,,,,,50.52.33.211,,,
,,,,,71.185.76.6,,,
,,,,,179.155.162.241,,,
37.5984992980957,AS,Seoul,0,116.122.66.71,116.122.66.71,126.97830200195312,11,KR
,,,,,179.155.162.241,,,
,,,,,98.159.223.74,,,
,,,,,115.118.13.38,,,
,,,,,187.126.129.60,,,
,,,,,24.103.100.162,,,
44.818599700927734,EU,Belgrade,0,82.208.250.160,82.208.250.160,20.46809959411621,00,RS
,,,,,105.184.145.66,,,
,,,,,76.126.45.32,,,
,,,,,216.183.115.148,,,
,,,,,75.133.12.106,,,
,,,,,75.133.12.106,,,
,,,,,75.145.172.124,,,
37.50379943847656,NA,Livermore,807,12.167.106.99,12.167.106.99,-121.52529907226562,CA,US
,,,,,70.169.175.5,,,
,,,,,67.249.92.72,,,
,,,,,179.219.40.62,,,
42.88010025024414,NA,Grand Rapids,563,69.87.151.146,69.87.151.146,-85.5457992553711,MI,US
,,,,,75.145.112.5,,,
,,,,,98.255.13.206,,,
,,,,,71.244.12.138,,,
,,,,,68.230.66.219,,,
,,,,,66.239.57.22,,,
,,,,,207.62.236.112,,,
,,,,,206.174.173.236,,,
,,,,,70.43.163.78,,,
,,,,,179.232.31.9,,,
,,,,,66.55.188.130,,,
,,,,,69.159.246.34,,,
,,,,,179.37.166.20,,,
,,,,,50.76.15.89,,,
,,,,,50.150.103.84,,,
,,,,,108.58.90.34,,,
42.6609992980957,NA,Albany,532,66.152.111.86,66.152.111.86,-73.7593002319336,NY,US
,,,,,69.181.174.153,,,
,,,,,69.138.10.57,,,
,,,,,209.162.248.113,,,
38.882301330566406,NA,Falls Church,511,209.92.247.85,209.92.247.85,-77.17109680175781,VA,US
,,,,,24.136.109.194,,,
,,,,,66.76.255.154,,,
43.984798431396484,NA,Winona,702,204.248.116.194,204.248.116.194,-91.60639953613281,MN,US
,,,,,38.98.228.1,,,
,,,,,24.158.8.146,,,
,,,,,66.163.146.20,,,
,,,,,24.111.72.122,,,
,,,,,165.234.180.46,,,
,,,,,165.234.100.69,,,
,,,,,74.95.100.10,,,
,,,,,24.111.72.122,,,
,,,,,209.243.8.14,,,
,,,,,209.33.162.82,,,
,,,,,165.234.182.166,,,
,,,,,165.234.180.54,,,
,,,,,173.161.97.140,,,
,,,,,204.246.122.65,,,
,,,,,184.175.154.227,,,
,,,,,24.205.110.179,,,
,,,,,75.42.72.165,,,
,,,,,50.76.32.109,,,
,,,,,108.249.134.153,,,
,,,,,5.228.255.0,,,
,,,,,98.255.220.111,,,
,,,,,108.224.106.109,,,
,,,,,76.175.58.112,,,
,,,,,204.195.103.25,,,
,,,,,24.7.123.94,,,
,,,,,108.184.204.76,,,
,,,,,71.181.41.202,,,
,,,,,98.224.94.65,,,
,,,,,50.241.100.161,,,
,,,,,67.174.229.36,,,
,,,,,66.91.104.211,,,
,,,,,76.126.111.73,,,
,,,,,76.102.209.107,,,
,,,,,50.131.196.183,,,
,,,,,166.170.36.20,,,
,,,,,98.224.79.90,,,
,,,,,76.23.47.179,,,
,,,,,97.64.213.210,,,
,,,,,173.9.1.229,,,
,,,,,66.215.129.159,,,
,,,,,24.7.116.253,,,
,,,,,67.188.44.163,,,
,,,,,209.172.76.146,,,
,,,,,71.222.55.123,,,
,,,,,27.55.131.21,,,
,,,,,216.86.190.169,,,
,,,,,187.37.3.253,,,
,,,,,66.87.131.39,,,
,,,,,98.207.243.204,,,
,,,,,98.234.112.93,,,
,,,,,96.38.158.140,,,
,,,,,70.91.191.174,,,
,,,,,66.87.130.5,,,
,,,,,108.132.13.27,,,
,,,,,61.171.19.221,,,
3.169800043106079,AS,Kuala Lumpur,0,175.137.53.108,175.137.53.108,101.70600128173828,14,MY
,,,,,68.231.40.147,,,
,,,,,174.17.64.148,,,
60.0,NA,,0,216.13.142.146,216.13.142.146,-95.0,,CA
51.08330154418945,NA,Calgary,0,96.53.27.42,96.53.27.42,-114.08329772949219,AB,CA
,,,,,71.40.253.90,,,
29.984500885009766,NA,Houston,618,72.20.142.146,72.20.142.146,-95.5250015258789,TX,US
41.779701232910156,NA,West Wareham,506,12.151.133.50,12.151.133.50,-70.7677993774414,MA,US
,,,,,67.174.210.115,,,
37.515499114990234,NA,Fremont,807,207.62.190.33,207.62.190.33,-121.89620208740234,CA,US
,,,,,82.71.3.75,,,
,,,,,72.235.195.129,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,67.166.151.2,,,
,,,,,24.248.200.202,,,
44.260101318359375,NA,Montpelier,523,8.225.178.148,8.225.178.148,-72.57540130615234,VT,US
,,,,,64.20.228.88,,,
37.515499114990234,NA,Fremont,807,207.62.190.33,207.62.190.33,-121.89620208740234,CA,US
,,,,,71.92.80.185,,,
,,,,,184.75.223.58,,,
,,,,,67.182.85.79,,,
,,,,,204.14.21.15,,,
,,,,,107.36.53.238,,,
37.36970138549805,NA,Sunnyvale,807,198.94.221.87,198.94.221.87,-122.02140045166016,CA,US
,,,,,99.110.48.222,,,
,,,,,70.187.178.34,,,
,,,,,96.10.251.134,,,
,,,,,67.182.85.79,,,
,,,,,75.147.235.30,,,
,,,,,23.25.210.89,,,
,,,,,64.9.225.99,,,
,,,,,99.71.161.156,,,
,,,,,216.201.205.2,,,
,,,,,24.106.98.114,,,
,,,,,38.106.198.38,,,
40.65010070800781,NA,Brooklyn,501,65.215.21.210,65.215.21.210,-73.94960021972656,NY,US
,,,,,108.64.242.114,,,
,,,,,24.106.98.114,,,
,,,,,71.40.236.82,,,
,,,,,24.156.53.179,,,
41.0,EU,,0,82.114.71.90,82.114.71.90,20.0,,AL
41.0,EU,,0,82.114.71.90,82.114.71.90,20.0,,AL
18.975000381469727,AS,Mumbai,0,115.240.118.125,115.240.118.125,72.82579803466797,16,IN
,,,,,75.142.38.203,,,
,,,,,75.142.38.203,,,
,,,,,68.231.1.65,,,
,,,,,24.6.121.106,,,
,,,,,24.130.123.221,,,
41.0,EU,,0,82.114.71.90,82.114.71.90,20.0,,AL
,,,,,24.130.123.221,,,
36.67530059814453,NA,Salinas,828,67.164.50.41,67.164.50.41,-121.61019897460938,CA,US
,,,,,198.166.2.246,,,
,,,,,24.5.82.82,,,
,,,,,71.105.113.199,,,
,,,,,142.129.190.146,,,
,,,,,75.95.167.214,,,
,,,,,99.236.11.19,,,
,,,,,162.247.22.69,,,
,,,,,64.9.225.99,,,
,,,,,64.9.225.99,,,
,,,,,188.24.159.194,,,
,,,,,66.226.250.180,,,
,,,,,180.182.208.2,,,
,,,,,65.124.233.64,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,71.22.43.218,,,
,,,,,66.91.83.63,,,
,,,,,63.248.79.50,,,
,,,,,76.114.62.92,,,
,,,,,24.4.222.132,,,
,,,,,75.142.139.148,,,
,,,,,70.95.159.125,,,
,,,,,75.94.129.56,,,
,,,,,96.38.129.126,,,
38.0,NA,,0,12.54.101.130,12.54.101.130,-97.0,,US
,,,,,23.118.48.143,,,
,,,,,64.85.235.86,,,
18.975000381469727,AS,Mumbai,0,116.203.74.202,116.203.74.202,72.82579803466797,16,IN
,,,,,75.93.86.161,,,
,,,,,98.119.43.73,,,
,,,,,27.229.198.215,,,
,,,,,70.231.135.99,,,
,,,,,166.170.39.17,,,
,,,,,97.90.118.221,,,
,,,,,184.48.105.60,,,
,,,,,76.102.198.157,,,
,,,,,67.180.211.113,,,
7.5,OC,,0,202.124.226.80,202.124.226.80,134.5,,PW
,,,,,67.181.137.127,,,
,,,,,99.119.10.236,,,
,,,,,71.146.69.160,,,
,,,,,75.25.136.196,,,
,,,,,189.245.162.154,,,
,,,,,75.25.136.196,,,
,,,,,67.180.90.18,,,
,,,,,74.87.58.98,,,
,,,,,71.146.69.160,,,
,,,,,201.171.158.99,,,
,,,,,107.184.89.113,,,
38.7932014465332,NA,Manassas,511,162.210.196.171,162.210.196.171,-77.5365982055664,VA,US
52.72330093383789,AS,Aksoran,0,151.237.156.19,151.237.156.19,68.54540252685547,03,KZ
,,,,,72.169.84.75,,,
,,,,,74.60.243.83,,,
,,,,,64.85.232.186,,,
,,,,,199.117.152.253,,,
,,,,,67.182.21.237,,,
,,,,,98.252.90.95,,,
,,,,,98.248.93.48,,,
,,,,,76.20.42.216,,,
,,,,,204.14.164.180,,,
,,,,,98.248.93.48,,,
,,,,,162.253.130.90,,,
,,,,,166.170.37.45,,,
,,,,,162.219.176.18,,,
,,,,,98.252.90.95,,,
,,,,,71.198.99.37,,,
,,,,,98.248.93.48,,,
,,,,,24.6.107.148,,,
13.100000381469727,NA,Bridgetown,0,192.235.63.40,192.235.63.40,-59.61669921875,08,BB
,,,,,98.248.93.48,,,
,,,,,108.228.150.46,,,
,,,,,186.18.21.234,,,
,,,,,98.244.58.253,,,
,,,,,64.131.255.2,,,
,,,,,5.144.98.60,,,
,,,,,64.85.253.216,,,
,,,,,76.20.50.8,,,
,,,,,89.146.33.68,,,
,,,,,180.216.75.225,,,
,,,,,166.170.44.0,,,
,,,,,75.147.94.61,,,
,,,,,166.170.43.114,,,
21.51689910888672,AS,Jeddah,0,87.109.66.137,87.109.66.137,39.219200134277344,14,SA
,,,,,180.216.75.225,,,
,,,,,50.244.71.153,,,
21.51689910888672,AS,Jeddah,0,87.109.66.137,87.109.66.137,39.219200134277344,14,SA
,,,,,108.235.185.89,,,
,,,,,184.75.212.10,,,
,,,,,162.212.205.138,,,
,,,,,198.84.152.116,,,
,,,,,198.84.152.116,,,
,,,,,71.6.126.10,,,
,,,,,98.191.113.198,,,
,,,,,173.209.211.157,,,
,,,,,50.8.138.17,,,
,,,,,71.138.133.9,,,
,,,,,24.5.25.123,,,
,,,,,99.27.92.102,,,
,,,,,108.64.75.109,,,
,,,,,24.23.16.153,,,
20.0,AS,,0,14.139.236.34,14.139.236.34,77.0,,IN
,,,,,24.5.25.123,,,
13.16670036315918,NA,,0,192.235.60.192,192.235.60.192,-59.53329849243164,,BB
,,,,,108.199.98.235,,,
36.64780044555664,NA,Salinas,828,24.6.14.137,24.6.14.137,-121.62590026855469,CA,US
,,,,,75.132.201.100,,,
,,,,,98.118.92.203,,,
-18.25,AF,,0,197.218.66.114,197.218.66.114,35.0,,MZ
,,,,,64.9.225.99,,,
,,,,,71.202.49.57,,,
33.680301666259766,NA,Coachella,804,12.226.166.205,12.226.166.205,-116.17389678955078,CA,US
42.68280029296875,NA,Janesville,669,216.56.61.9,216.56.61.9,-89.0186996459961,WI,US
-34.60329818725586,SA,Buenos Aires,0,190.216.77.106,190.216.77.106,-58.38159942626953,07,AR
,,,,,24.173.72.230,,,
,,,,,64.188.200.175,,,
,,,,,5.165.4.0,,,
,,,,,71.198.10.62,,,
,,,,,37.248.85.230,,,
,,,,,205.161.252.156,,,
,,,,,50.8.138.78,,,
,,,,,74.51.151.135,,,
,,,,,83.203.198.37,,,
,,,,,179.155.139.37,,,
,,,,,66.91.76.36,,,
,,,,,179.155.139.37,,,
,,,,,99.139.73.189,,,
,,,,,179.155.139.37,,,
45.523399353027344,NA,Portland,820,50.141.99.4,50.141.99.4,-122.67620086669922,OR,US
,,,,,50.8.241.192,,,
,,,,,198.217.64.130,,,
,,,,,98.234.104.51,,,
,,,,,76.125.32.17,,,
,,,,,24.130.123.221,,,
,,,,,108.207.0.42,,,
,,,,,109.70.213.171,,,
,,,,,97.94.142.54,,,
,,,,,108.207.0.42,,,
36.09859848022461,AS,Qingdao,0,112.53.64.51,112.53.64.51,120.37190246582031,25,CN
,,,,,209.33.162.82,,,
,,,,,66.173.31.211,,,
,,,,,75.149.145.162,,,
,,,,,209.243.25.164,,,
,,,,,69.178.223.132,,,
,,,,,74.95.100.10,,,
,,,,,24.111.72.122,,,
,,,,,66.163.146.20,,,
,,,,,165.234.180.46,,,
,,,,,209.50.112.210,,,
,,,,,204.15.138.73,,,
,,,,,165.234.184.59,,,
,,,,,198.24.110.67,,,
,,,,,71.193.21.60,,,
,,,,,68.69.234.190,,,
,,,,,165.234.182.166,,,
,,,,,64.9.225.99,,,
,,,,,165.234.182.71,,,
,,,,,66.173.92.154,,,
,,,,,165.234.180.54,,,
,,,,,74.95.100.10,,,
,,,,,165.234.180.46,,,
,,,,,99.18.104.11,,,
,,,,,209.243.8.14,,,
,,,,,212.124.191.6,,,
,,,,,107.212.214.107,,,
,,,,,165.234.184.59,,,
,,,,,171.33.255.142,,,
,,,,,179.222.108.219,,,
,,,,,67.182.89.213,,,
22.200000762939453,AS,Kyauktada,0,103.242.99.30,103.242.99.30,96.18329620361328,08,MM
33.689998626708984,AS,Islamabad,0,119.154.132.37,119.154.132.37,73.05509948730469,08,PK
,,,,,222.154.105.162,,,
,,,,,68.2.28.69,,,
34.130001068115234,NA,Los Angeles,803,12.13.90.162,12.13.90.162,-118.3386001586914,CA,US
,,,,,100.39.59.150,,,
,,,,,209.243.25.164,,,
,,,,,67.182.89.213,,,
,,,,,74.95.100.10,,,
,,,,,67.170.212.63,,,
,,,,,174.34.199.223,,,
,,,,,68.96.254.144,,,
,,,,,177.22.48.221,,,
,,,,,66.214.77.18,,,
,,,,,72.223.89.37,,,
,,,,,66.163.146.20,,,
,,,,,166.170.36.148,,,
,,,,,65.200.71.170,,,
,,,,,97.94.154.207,,,
,,,,,68.15.150.11,,,
,,,,,82.8.20.223,,,
,,,,,71.84.171.136,,,
,,,,,50.78.225.169,,,
,,,,,187.56.124.236,,,
,,,,,137.63.73.62,,,
,,,,,75.12.119.28,,,
,,,,,206.248.243.50,,,
,,,,,75.111.80.110,,,
40.64830017089844,NA,Park City,770,63.224.96.44,63.224.96.44,-111.4990005493164,UT,US
,,,,,165.228.130.102,,,
,,,,,75.111.80.110,,,
,,,,,68.99.212.140,,,
,,,,,70.190.142.234,,,
,,,,,99.31.210.165,,,
,,,,,68.14.240.82,,,
,,,,,24.7.129.142,,,
,,,,,198.91.134.81,,,
,,,,,50.131.55.169,,,
,,,,,201.67.227.253,,,
,,,,,50.131.55.169,,,
,,,,,118.210.73.180,,,
,,,,,67.187.150.31,,,
,,,,,198.91.134.81,,,
,,,,,184.21.208.65,,,
,,,,,64.9.225.99,,,
,,,,,68.96.54.119,,,
,,,,,24.10.50.16,,,
,,,,,98.255.26.1,,,
,,,,,76.103.0.73,,,
,,,,,75.140.107.52,,,
,,,,,76.103.0.73,,,
,,,,,72.234.30.130,,,
,,,,,64.9.225.99,,,
,,,,,24.23.129.104,,,
,,,,,64.126.74.150,,,
,,,,,122.60.100.25,,,
,,,,,66.135.234.2,,,
,,,,,71.225.133.150,,,
,,,,,98.244.22.64,,,
38.0,NA,,0,4.34.198.50,4.34.198.50,-97.0,,US
,,,,,98.244.22.64,,,
37.5984992980957,AS,Seoul,0,110.45.85.141,110.45.85.141,126.97830200195312,11,KR
,,,,,208.105.252.210,,,
,,,,,69.193.11.10,,,
,,,,,69.129.134.22,,,
,,,,,98.244.29.162,,,
,,,,,69.108.230.1,,,
,,,,,109.201.154.152,,,
,,,,,199.87.187.60,,,
,,,,,166.170.36.129,,,
,,,,,146.200.176.100,,,
,,,,,173.11.86.161,,,
,,,,,173.11.86.161,,,
29.934200286865234,NA,Houston,618,209.94.248.66,209.94.248.66,-95.40570068359375,TX,US
,,,,,67.187.185.79,,,
,,,,,173.165.251.197,,,
,,,,,66.27.81.41,,,
56.17499923706055,EU,Cheboksary,0,5.158.232.53,5.158.232.53,47.286399841308594,16,RU
,,,,,174.108.108.178,,,
,,,,,72.91.227.42,,,
,,,,,173.11.86.161,,,
56.17499923706055,EU,Cheboksary,0,5.158.232.53,5.158.232.53,47.286399841308594,16,RU
,,,,,173.11.86.161,,,
,,,,,92.2.14.42,,,
,,,,,98.244.48.206,,,
37.83420181274414,NA,Emeryville,807,173.241.24.97,173.241.24.97,-122.28970336914062,CA,US
,,,,,72.0.151.98,,,
,,,,,50.84.131.226,,,
,,,,,67.182.85.79,,,
,,,,,173.161.62.33,,,
,,,,,80.103.101.205,,,
,,,,,198.0.254.177,,,
,,,,,71.92.83.205,,,
52.349998474121094,EU,Amsterdam,0,195.191.165.5,195.191.165.5,4.9166998863220215,07,NL
,,,,,67.182.21.237,,,
,,,,,50.204.27.200,,,
,,,,,65.113.28.139,,,
,,,,,50.252.136.17,,,
-33.04779815673828,SA,Valparaiso,0,200.1.20.254,200.1.20.254,-71.6010971069336,01,CL
9.0,NA,,0,201.131.150.30,201.131.150.30,-80.0,,PA
,,,,,216.84.143.17,,,
,,,,,97.94.142.54,,,
,,,,,98.108.207.183,,,
,,,,,104.34.194.194,,,
,,,,,70.95.150.45,,,
,,,,,76.89.128.152,,,
,,,,,104.34.194.194,,,
,,,,,173.44.35.218,,,
,,,,,50.1.168.2,,,
,,,,,108.53.11.246,,,
,,,,,50.184.2.109,,,
,,,,,174.52.44.122,,,
,,,,,96.41.62.218,,,
,,,,,50.141.81.14,,,
,,,,,68.230.66.219,,,
,,,,,174.52.44.122,,,
,,,,,173.220.218.234,,,
,,,,,108.234.252.50,,,
36.36989974975586,NA,Monterey,828,70.134.67.255,70.134.67.255,-121.8405990600586,CA,US
,,,,,179.180.108.68,,,
,,,,,66.42.200.34,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,24.22.82.171,,,
60.0,EU,,0,5.141.198.16,5.141.198.16,100.0,,RU
,,,,,99.100.20.13,,,
,,,,,98.234.18.146,,,
,,,,,99.28.156.172,,,
,,,,,80.83.237.70,,,
,,,,,50.75.115.206,,,
,,,,,24.73.236.142,,,
,,,,,162.219.176.170,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
38.990699768066406,NA,Silver Spring,511,173.226.243.126,173.226.243.126,-77.0261001586914,MD,US
30.267200469970703,NA,Austin,635,209.163.219.226,209.163.219.226,-97.74310302734375,TX,US
,,,,,74.95.20.209,,,
,,,,,71.103.8.203,,,
,,,,,5.138.63.205,,,
51.5,EU,,0,195.99.241.194,195.99.241.194,-0.12999999523162842,,GB
,,,,,151.33.170.28,,,
,,,,,217.64.118.43,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,67.225.0.134,,,
,,,,,184.75.223.42,,,
,,,,,66.91.216.230,,,
,,,,,67.225.0.134,,,
,,,,,67.180.33.33,,,
,,,,,67.180.33.33,,,
,,,,,71.94.167.6,,,
,,,,,24.7.63.126,,,
,,,,,67.164.94.246,,,
,,,,,107.198.146.98,,,
,,,,,162.219.179.101,,,
,,,,,67.166.142.31,,,
,,,,,66.214.76.94,,,
,,,,,67.164.94.246,,,
,,,,,151.225.8.130,,,
,,,,,151.225.8.130,,,
,,,,,75.95.206.49,,,
,,,,,67.164.94.246,,,
,,,,,151.225.8.130,,,
,,,,,24.7.129.142,,,
,,,,,66.214.76.94,,,
37.56999969482422,AS,,0,114.70.53.11,114.70.53.11,126.9800033569336,,KR
,,,,,68.164.80.24,,,
,,,,,98.208.97.92,,,
,,,,,200.5.38.28,,,
,,,,,107.200.47.50,,,
40.65010070800781,NA,Brooklyn,501,38.98.228.142,38.98.228.142,-73.94960021972656,NY,US
,,,,,67.160.209.211,,,
,,,,,50.245.216.118,,,
,,,,,64.39.154.203,,,
,,,,,151.229.92.54,,,
,,,,,24.172.91.66,,,
,,,,,162.196.3.138,,,
,,,,,69.210.189.154,,,
,,,,,66.245.49.205,,,
-33.29999923706055,SA,San Luis,0,206.132.109.72,206.132.109.72,-66.3499984741211,19,AR
,,,,,201.143.14.134,,,
22.569700241088867,AS,Kolkata,0,103.24.84.36,103.24.84.36,88.36969757080078,28,IN
,,,,,98.112.18.134,,,
28.00429916381836,NA,Tampa,539,208.73.98.150,208.73.98.150,-82.5459976196289,FL,US
,,,,,76.126.126.220,,,
,,,,,216.183.137.107,,,
,,,,,180.182.208.2,,,
,,,,,68.7.68.198,,,
,,,,,50.185.22.175,,,
,,,,,71.22.55.220,,,
,,,,,180.182.208.2,,,
,,,,,96.38.159.220,,,
13.08329963684082,AS,Chennai,0,59.92.54.57,59.92.54.57,80.2833023071289,25,IN
,,,,,180.182.208.2,,,
,,,,,75.26.167.185,,,
,,,,,68.7.68.198,,,
,,,,,66.213.123.201,,,
,,,,,76.21.28.246,,,
,,,,,184.8.14.233,,,
,,,,,162.219.178.66,,,
,,,,,190.214.236.218,,,
,,,,,76.220.29.74,,,
,,,,,107.3.177.89,,,
,,,,,108.228.30.153,,,
,,,,,107.3.177.89,,,
,,,,,67.181.213.96,,,
,,,,,107.3.177.89,,,
,,,,,67.187.155.146,,,
,,,,,107.3.177.89,,,
,,,,,104.32.206.171,,,
